1	-19.696681004756876
2	-18.605463976915438
3	-16.90106736023167
4	-16.473438867765434
5	-15.353922585939067
6	-14.723423582044354
7	-13.61387261105913
8	-12.222593756019892
9	-11.424088194288295
10	-9.531472787752737
11	-8.986823571504686
12	-6.776079908386478
13	-6.549020145535281
14	-6.376863446985773
15	-6.070467563030319
16	-5.598869543418375
17	-5.336449432704018
18	-5.041522110530386
19	-5.013447095191137
20	-4.599705641150037
21	-4.502471319156765
22	-4.448815688621975
23	-4.414110581342109
24	-4.412688920639466
25	-4.379006268169995
26	-4.378459213297979
27	-4.377936679009032
28	-4.353528357720927
29	-4.342886292569277
30	-4.341948974295737
31	-4.318693606653457
32	-4.316064302714537
33	-4.28372039740676
34	-4.279969168291719
35	-4.272893141366322
36	-4.2490717486230665
37	-4.237935698665916
38	-4.220834033554732
39	-4.213173930927514
40	-4.2030389626895275
41	-4.172935543517651
42	-4.154372779906967
43	-4.140170980344231
44	-4.137812216942976
45	-4.1284903167510745
46	-4.102945586789127
47	-4.0924807062726005
48	-4.083093178151148
49	-4.074188812805953
50	-4.056379436918417
51	-4.047634625610042
52	-4.0400528273662255
53	-4.033486034367947
54	-4.021054522814724
55	-4.012001717826246
56	-3.9860852619609335
57	-3.974708541826806
58	-3.953648279003569
59	-3.9530162345600566
60	-3.9315027664799023
61	-3.926509596623076
62	-3.923075108213457
63	-3.896142071001995
64	-3.890989424082142
65	-3.8741064620316026
66	-3.858549373974693
67	-3.855618678250639
68	-3.8531441841285994
69	-3.838258666743862
70	-3.8343966723993463
71	-3.7994420707821996
72	-3.792322006864395
73	-3.787197053642346
74	-3.776289674862006
75	-3.7754857251338296
76	-3.7594128298230625
77	-3.7516309287018283
78	-3.74224343541069
79	-3.7364746912016606
80	-3.7338513318680806
81	-3.728830765452782
82	-3.7152320924332303
83	-3.679546336356895
84	-3.6643708572878
85	-3.661762597783698
86	-3.6604512799381506
87	-3.6513730240420554
88	-3.6444719913826114
89	-3.6430346173856103
90	-3.615074314085498
91	-3.608001102262504
92	-3.6061309540546986
93	-3.600904565202398
94	-3.5896793021386695
95	-3.5891851074697967
96	-3.587112237255051
97	-3.5692863082189725
98	-3.567989699622417
99	-3.566140224312926
100	-3.5480581443809056
101	-3.532232557191934
102	-3.518273870032387
103	-3.5092837732100843
104	-3.5091099030040893
105	-3.5045182762184313
106	-3.499975893051175
107	-3.4837688530365534
108	-3.467276666997564
109	-3.4658300464553484
110	-3.4585479895079714
111	-3.455840336324683
112	-3.4439235306860545
113	-3.442767088394067
114	-3.4319498320131805
115	-3.4280047345528755
116	-3.4273490317603628
117	-3.4241818386376854
118	-3.4236385161141745
119	-3.421689167822943
120	-3.418498242299734
121	-3.412769952892972
122	-3.3947508942823417
123	-3.3934798911852804
124	-3.392502028867376
125	-3.384065508211189
126	-3.376905188236902
127	-3.3680213056796733
128	-3.3584344133933177
129	-3.350633727437908
130	-3.347389557077337
131	-3.3382309639785777
132	-3.3370480826184705
133	-3.3363824589077336
134	-3.331240568705673
135	-3.3277823481345514
136	-3.3203958710268493
137	-3.301100935541119
138	-3.2989025008623343
139	-3.2971538497802717
140	-3.295857478912455
141	-3.2917301285211695
142	-3.2869242207798997
143	-3.26748169972002
144	-3.2603759351807744
145	-3.2603631355820144
146	-3.2561463696237034
147	-3.2558690069946605
148	-3.253228592237151
149	-3.2512845288729584
150	-3.2503348900101
151	-3.2409251453427883
152	-3.2359607840138906
153	-3.232146115511897
154	-3.2254583845062497
155	-3.2099116948170825
156	-3.207995305057547
157	-3.2070929181176533
158	-3.2022740357514374
159	-3.198165996401854
160	-3.197620686384893
161	-3.1793361855132605
162	-3.177953675697491
163	-3.1750965131321953
164	-3.174289387322686
165	-3.168499060660378
166	-3.1657262775177832
167	-3.156817956109128
168	-3.1499237602681784
169	-3.1459244796476638
170	-3.140475337531671
171	-3.127255741335222
172	-3.123079312167052
173	-3.1181198891415622
174	-3.1178502693579344
175	-3.1173519047881633
176	-3.1148621515371353
177	-3.1113658980326404
178	-3.1039919928384347
179	-3.1035514971533167
180	-3.1028597828841606
181	-3.10273401590515
182	-3.101382074132524
183	-3.0970554716938348
184	-3.0954414770665126
185	-3.0929865013004596
186	-3.0886497184497936
187	-3.077096347285958
188	-3.073194476465963
189	-3.069532895348404
190	-3.0691827026234506
191	-3.0671244224975167
192	-3.0626378618560457
193	-3.0615770669746247
194	-3.056092256576493
195	-3.048423714892048
196	-3.0471903691694706
197	-3.0405312768269837
198	-3.030693948603233
199	-3.02488536645561
200	-3.0243278054948433
201	-3.0236876274347697
202	-3.021074348918941
203	-3.019789783527198
204	-3.01327165927004
205	-3.0130390755861796
206	-3.0111594763326206
207	-3.0063947160378297
208	-3.000997089152693
209	-2.997698038255719
210	-2.9907914581713713
211	-2.9767659098132797
212	-2.9726166485986796
213	-2.96843414445092
214	-2.9565901658261016
215	-2.9449309228754736
216	-2.944454354762803
217	-2.943655487819614
218	-2.937049714889273
219	-2.9368104573965357
220	-2.9351161184809165
221	-2.935098068109826
222	-2.9334727438313846
223	-2.929977505461828
224	-2.9285856318885743
225	-2.9257080867651
226	-2.9199798399126364
227	-2.9103131964258764
228	-2.9039242816706983
229	-2.9006769598223485
230	-2.900308395127202
231	-2.8961730620333332
232	-2.895401504240433
233	-2.8935492261426696
234	-2.883678532239327
235	-2.869405610840524
236	-2.8635623333630633
237	-2.8509768097786248
238	-2.8509517961304534
239	-2.8433852751803044
240	-2.8431109922936435
241	-2.8424765101131877
242	-2.841311313281195
243	-2.840974794136393
244	-2.8409310161471124
245	-2.835637277631247
246	-2.8325460211413858
247	-2.8246630136553903
248	-2.822177781704463
249	-2.818911624343326
250	-2.813027962629418
251	-2.812179972440885
252	-2.8095524960040037
253	-2.8090974615204387
254	-2.807294008417595
255	-2.8053989089873017
256	-2.8002835274356883
257	-2.796131659834918
258	-2.7873441284974856
259	-2.7851938600565807
260	-2.782477295378501
261	-2.781827590709862
262	-2.772035936310125
263	-2.766169310408572
264	-2.764657654374788
265	-2.75858331337972
266	-2.758326223306369
267	-2.756482304265759
268	-2.754658387627378
269	-2.7428706453580416
270	-2.7421773943377525
271	-2.73773626907225
272	-2.7365324413888596
273	-2.735682822739336
274	-2.7349233144195395
275	-2.733938641322033
276	-2.7328832463684622
277	-2.7315148439623886
278	-2.7307602145989818
279	-2.730253074264793
280	-2.7261637350463412
281	-2.7257543183275708
282	-2.7249513907265626
283	-2.723356507571099
284	-2.7172141117708826
285	-2.7125335237853685
286	-2.7105044121045965
287	-2.7085405597506846
288	-2.7079538153620852
289	-2.6857111973416403
290	-2.681755960599636
291	-2.6809350635140055
292	-2.6784273871814976
293	-2.673231963114797
294	-2.662753366101607
295	-2.6560048581739224
296	-2.6559626891562433
297	-2.652326229094767
298	-2.6477754546947407
299	-2.644996468432688
300	-2.6427555531088673
